Album,Release Date,Release Year,Release Month,Release Month (Name),Release Day,Release Day (Name),Album ID,Number of Album Songs,Song Name, Plays ,Artist,Song ID,Track Duration,Track Duration (Minutes),Track Duration (Seconds),Track Number,Number of Artists,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Artist 1,Artist 2,Artist 3
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,Rich Flex," 463,655,324 ","Drake,21 Savage",1bDbXMyjaUIooNwFE9wn0N,3:59,3,59,1,2,0.561,0.52,11,-9.342,0.244,0.0503,0.00,0.355,0.424,153.15,Drake,21 Savage,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,Major Distribution," 134,609,385 ","Drake,21 Savage",46s57QULU02Voy0Kup6UEb,2:50,2,50,2,2,0.908,0.546,8,-10.491,0.323,0.0127,0,0.0707,0.225,131.016,Drake,21 Savage,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,On BS," 137,344,442 ","Drake,21 Savage",34tz0eDhGuFErIuW3q4mPX,4:21,4,21,3,2,0.841,0.358,9,-8.368,0.591,0.0201,0,0.39,0.329,158.014,Drake,21 Savage,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,BackOutsideBoyz," 80,148,026 ",Drake,0wshkEEcJUQU33RSRBb5dv,2:32,2,32,4,1,0.849,0.433,5,-8.434,0.316,0.0407,0,0.388,0.395,142.11,Drake,N/A,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,Privileged Rappers," 92,548,320 ","Drake,21 Savage",7l2nxyx7IkBX5orhkALg0V,2:40,2,40,5,2,0.934,0.614,5,-7.384,0.198,0.00274,0,0.123,0.616,144.045,Drake,21 Savage,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,Spin Bout U," 138,636,896 ","Drake,21 Savage",2ZL7WZcjuYKi1KUDtp4kCC,3:34,3,34,6,2,0.773,0.701,7,-6.386,0.0512,0.01,0,0.163,0.203,129.963,Drake,21 Savage,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,Hours In Silence," 70,293,470 ","Drake,21 Savage",0sSRLXxknVTQDStgU1NqpY,6:39,6,39,7,2,0.501,0.403,6,-11.106,0.119,0.234,0,0.267,0.111,118.352,Drake,21 Savage,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,Treacherous Twins," 53,310,628 ","Drake,21 Savage",4Flfb4fGscN9kXPOduQLrv,3:00,3,0,8,2,0.746,0.517,10,-7.582,0.327,0.0782,0,0.137,0.609,88.987,Drake,21 Savage,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,Circo Loco," 117,259,009 ","Drake,21 Savage",7GeTsDIc5ykNB6lORO6Cee,3:56,3,56,9,2,0.734,0.605,1,-8.476,0.0699,0.0102,0,0.317,0.252,103.976,Drake,21 Savage,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,Pussy & Millions (feat. Travis Scott)," 160,380,898 ","Drake,21 Savage,Travis Scott",2KLwPaRDOB87XOYAT2fgxh,4:02,4,2,10,3,0.749,0.63,4,-6.652,0.116,0.0623,0,0.353,0.445,122.03,Drake,21 Savage,Travis Scott
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,Broke Boys," 89,443,026 ","Drake,21 Savage",45pUWUeEWGoSdH6UF162G8,3:45,3,45,11,2,0.642,0.533,2,-7.45,0.266,0.0104,0.000108,0.251,0.112,120.041,Drake,21 Savage,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,Middle of the Ocean," 50,230,363 ",Drake,410TZrK18uRjtsTunG14cl,5:56,5,56,12,1,0.466,0.703,4,-5.774,0.393,0.18,0,0.422,0.25,76.815,Drake,N/A,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,Jumbotron Shit Poppin," 63,497,544 ",Drake,2ZlABhxMMa43COmZ97kKsJ,2:17,2,17,13,1,0.799,0.575,6,-6.257,0.282,0.221,0,0.196,0.319,99.026,Drake,N/A,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,More M's," 57,308,394 ","Drake,21 Savage",29YW2xXlo6Pc6M0SBTCXYN,3:41,3,41,14,2,0.704,0.504,1,-6.749,0.223,0.0405,0.000422,0.139,0.0713,82.537,Drake,21 Savage,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,3AM on Glenwood," 30,366,030 ",21 Savage,1MTXYvJ9TSqg9x6WPCDx2n,2:58,2,58,15,1,0.475,0.692,1,-8.327,0.398,0.0533,0.00,0.18,0.241,181.167,21 Savage,N/A,N/A
Her Loss,11/4/22,2022,11,November,4,Friday,5MS3MvWHJ3lOZPLiMxzOU6,16,I Guess It's Fuck Me," 33,648,395 ",Drake,31bsuKDOzFGzBAoXxtnAJm,4:23,4,23,16,1,0.385,0.34,7,-11.754,0.051,0.499,1.20E-05,0.196,0.0398,83.947,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,Intro," 24,368,407 ",Drake,1kNdtonJXHorsVpWerK8C2,0:36,0,36,1,1,0.193,0.0218,0,-31.16,0.0389,0.955,0.88,0.117,0.213,125.501,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,Falling Back," 69,736,461 ",Drake,1vbn9fEyw1IYhqgZJdu9ZB,4:26,4,26,2,1,0.718,0.758,10,-8.29,0.0703,0.238,0.00653,0.11,0.349,118.989,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,Texts Go Green," 55,320,977 ",Drake,4FIgHqXd4KkOwxrGeLDYM2,5:08,5,8,3,1,0.765,0.627,0,-4.607,0.0622,0.000916,0.195,0.0847,0.536,118.997,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,Currents," 45,583,615 ",Drake,1eCFz60zd7mAXgWLapPd9B,2:37,2,37,4,1,0.883,0.283,0,-12.653,0.113,0.104,0.00167,0.0935,0.416,122.013,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,A Keeper," 60,353,868 ",Drake,0nAZGkBGKQCXyaoSJfRhC1,2:53,2,53,5,1,0.6,0.482,1,-11.596,0.0701,0.512,0.000104,0.115,0.323,121.909,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,Calling My Name," 48,942,257 ",Drake,7sT7kZEYd1MrmzLLIRVZas,2:09,2,9,6,1,0.826,0.276,11,-11.227,0.266,0.62,8.53E-05,0.118,0.484,123.985,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,Sticky," 166,348,023 ",Drake,4rmVZajAF7PkrCagGPHbqa,4:03,4,3,7,1,0.853,0.495,6,-14.63,0.14,0.0917,0.000217,0.0844,0.0774,137.027,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,Massive," 174,859,003 ",Drake,28JBD8p18xNuOfyV7Cotdn,5:36,5,36,8,1,0.499,0.671,4,-6.774,0.0561,0.114,0.0169,0.148,0.0557,124.994,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,Flight's Booked," 47,997,276 ",Drake,6Yj7Zhxt73uvwFFvzQXdxO,4:14,4,14,9,1,0.593,0.41,3,-13.097,0.0531,0.886,0.0993,0.115,0.201,122.584,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,Overdrive," 32,267,291 ",Drake,7hRlTK3mgFTBEjX7DjqBsI,3:22,3,22,10,1,0.502,0.645,2,-10.611,0.122,0.444,0.00964,0.107,0.518,109.739,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,Down Hill," 24,174,495 ",Drake,3N3d4OWbPVxTQVBFqNyykk,4:10,4,10,11,1,0.718,0.319,3,-11.261,0.0435,0.965,0.00036,0.0895,0.639,109.994,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,Tie That Binds," 28,720,957 ",Drake,1XsRwo2it6QHdV2OiT6IzF,5:36,5,36,12,1,0.775,0.688,4,-10.912,0.0593,0.0176,0.0917,0.108,0.284,120.017,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,Liability," 30,954,672 ",Drake,2vy9Ry1TNjCD85TiCbTz0r,3:57,3,57,13,1,0.557,0.706,0,-6.592,0.0649,0.268,0,0.132,0.582,105.013,Drake,N/A,N/A
"Honestly, Nevermind",6/17/22,2022,6,June,17,Friday,3cf4iSSKd8ffTncbtKljXw,14,Jimmy Cooks (feat. 21 Savage)," 508,089,150 ","Drake,21 Savage",3F5CgOj3wFlRv51JsHbxhe,3:38,3,38,14,2,0.529,0.673,0,-4.711,0.175,0.000307,2.41E-06,0.093,0.366,165.921,Drake,21 Savage,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,Champagne Poetry," 220,411,505 ",Drake,2HSmyk2qMN8WQjuGhaQgCk,5:36,5,36,1,1,0.423,0.667,6,-7.012,0.326,0.758,0,0.246,0.496,86.743,Drake,N/A,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,Papi's Home," 115,627,577 ",Drake,6jy9yJfgCsMHdu2Oz4BGKX,2:58,2,58,2,1,0.701,0.741,2,-6.157,0.313,0.112,0,0.699,0.588,140.177,Drake,N/A,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,Girls Want Girls (with Lil Baby)," 355,987,921 ","Drake,Lil Baby",37Nqx7iavZpotJSDXZWbJ3,3:41,3,41,3,2,0.767,0.438,7,-8.726,0.29,0.181,0,0.142,0.381,86.975,Drake,Lil Baby,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,In The Bible (with Lil Durk & Giveon)," 138,120,129 ","Drake,Lil Durk,Giveon",61S79KIVA4I9FXbnsylEHT,4:56,4,56,4,3,0.686,0.385,7,-8.35,0.297,0.614,0,0.131,0.147,143.07,Drake,Lil Durk,Giveon
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,Love All (with JAY-Z)," 122,738,951 ","Drake,JAY-Z",4VCbgIdr8ptegWeJpqLVHH,3:48,3,48,5,2,0.73,0.576,2,-5.442,0.287,0.354,3.59E-05,0.15,0.155,92.131,Drake,JAY-Z,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,Fair Trade (with Travis Scott)," 517,341,956 ","Drake,Travis Scott",40iJIUlhi6renaREYGeIDS,4:51,4,51,6,2,0.666,0.465,1,-8.545,0.26,0.0503,0,0.215,0.292,167.937,Drake,Travis Scott,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,Way 2 Sexy (with Future & Young Thug)," 465,563,204 ","Drake,Future,Young Thug",0k1WUmIRnG3xU6fvvDVfRG,4:17,4,17,7,3,0.803,0.597,11,-6.035,0.141,0.000619,4.50E-06,0.323,0.331,136.008,Drake,Future,Young Thug
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,TSU," 128,978,190 ",Drake,4s7QLoImIwmPi9L6dq1nVW,5:08,5,8,8,1,0.568,0.56,9,-9.059,0.42,0.228,3.05E-06,0.39,0.246,130.019,Drake,N/A,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,N 2 Deep," 103,986,157 ","Drake,Future",34D6FJysnQioVingDKufuf,4:33,4,33,9,2,0.507,0.429,2,-7.726,0.326,0.0518,0,0.109,0.0744,91,Drake,Future,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,Pipe Down," 101,035,918 ",Drake,11pEKMLmavDu8fxOB5QjbQ,3:25,3,25,10,1,0.518,0.69,9,-6.15,0.107,0.128,0,0.176,0.59,77.837,Drake,N/A,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,Yebba's Heartbreak," 170,747,288 ","Drake,Yebba",1PDP7mLiAMwhfmgIwzhOm2,2:13,2,13,11,2,0.476,0.161,8,-11.665,0.0407,0.967,0.0381,0.109,0.0908,119.614,Drake,Yebba,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,No Friends In The Industry," 167,683,016 ",Drake,2tUL6dZf1mywCj5WvCPZw6,3:24,3,24,12,1,0.84,0.744,1,-4.751,0.113,0.0181,0,0.629,0.171,83.737,Drake,N/A,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,Knife Talk (with 21 Savage ft. Project Pat)," 545,288,250 ","Drake,21 Savage,Project Pat",2BcMwX1MPV6ZHP4tUT9uq6,4:02,4,2,13,3,0.849,0.424,5,-9.579,0.324,0.0635,0,0.0834,0.153,145.887,Drake,21 Savage,Project Pat
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,7am On Bridle Path," 68,954,836 ",Drake,42m3eP1JJhtzffal9B136J,3:59,3,59,14,1,0.724,0.531,5,-4.108,0.298,0.225,0,0.11,0.141,89.901,Drake,N/A,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,Race My Mind," 80,547,708 ",Drake,2Q3jFbyE61mCjS3SkW4toJ,4:29,4,29,15,1,0.488,0.635,10,-7.19,0.26,0.179,8.16E-06,0.156,0.783,174.072,Drake,N/A,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,Fountains (with Tems)," 108,599,888 ","Drake,Tems",08XWh5c0BMyD1nKVxxl91z,3:12,3,12,16,2,0.843,0.485,10,-8.735,0.195,0.181,0.0675,0.107,0.689,100.053,Drake,Tems,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,Get Along Better," 76,333,808 ","Drake,Ty Dolla $ign",5ScbulRnixQ2XAdvrPMFjz,3:49,3,49,17,2,0.32,0.466,8,-6.77,0.0374,0.00645,0,0.133,0.338,177.693,Drake,Ty Dolla $ign,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,You Only Live Twice (with Lil Wayne & Rick Ross)," 70,029,752 ","Drake,Lil Wayne,Rick Ross",50ceCGZ3oD3U5caQV5bP6f,3:33,3,33,18,3,0.519,0.851,7,-6.001,0.29,0.118,0,0.178,0.711,123.823,Drake,Lil Wayne,Rick Ross
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,IMY2 (with Kid Cudi)," 98,164,661 ","Drake,Kid Cudi",7F9cT6hIRhnFCYP6GKS0tf,4:12,4,12,19,2,0.59,0.493,7,-8.704,0.0367,0.402,0.00504,0.129,0.0498,150.026,Drake,Kid Cudi,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,F*****g Fans," 51,562,600 ",Drake,3RkNXZvOSMMElmmXztDc94,4:05,4,5,20,1,0.783,0.416,4,-9.84,0.135,0.213,0,0.103,0.165,87.073,Drake,N/A,N/A
Certified Lover Boy,9/3/21,2021,9,September,3,Friday,3SpBlxme9WbeQdI9kx7KAV,21,The Remorse," 39,760,868 ",Drake,1cCXT1cErAY6tmIqHbodrt,5:51,5,51,21,1,0.473,0.53,0,-8.506,0.249,0.812,6.92E-06,0.227,0.637,74.732,Drake,N/A,N/A
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,Deep Pockets," 38,975,060 ",Drake,3IvMYBE7A3c7to1aEcfFJk,3:42,3,42,1,1,0.473,0.824,7,-3.68,0.163,0.482,0,0.605,0.374,77.888,Drake,N/A,N/A
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,When To Say When," 47,335,544 ",Drake,5TCBWmEBrin7etRa4Lswr1,3:43,3,43,2,1,0.41,0.82,1,-6.808,0.533,0.252,0,0.538,0.526,170.718,Drake,N/A,N/A
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,Chicago Freestyle (feat. Giveon)," 584,668,843 ","Drake,Giveon",4wVOKKEHUJxHCFFNUWDn0B,3:40,3,40,3,2,0.735,0.449,10,-7.507,0.347,0.629,0,0.113,0.0397,122.947,Drake,Giveon,N/A
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,Not You Too (feat. Chris Brown)," 98,552,578 ","Drake,Chris Brown",3Q4gttWQ6hxqWOa3tHoTNi,4:29,4,29,4,2,0.458,0.452,9,-9.299,0.047,0.342,1.94E-05,0.0703,0.316,86.318,Drake,Chris Brown,N/A
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,Toosie Slide," 961,536,663 ",Drake,466cKvZn1j45IpxDdYZqdA,4:07,4,7,5,1,0.83,0.49,1,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,Drake,N/A,N/A
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,Desires (with Future)," 85,424,563 ","Drake,Future",7eYAHC0RbBF9eaqWzT34Aq,3:57,3,57,6,2,0.812,0.506,5,-7.706,0.116,0.281,0,0.325,0.554,145.074,Drake,Future,N/A
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,Time Flies," 196,839,063 ",Drake,5H4mXWKcicuLKDn4Jy0sK7,3:12,3,12,7,1,0.864,0.477,10,-5.786,0.224,0.201,0,0.182,0.5,86.46,Drake,N/A,N/A
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,Landed," 49,530,429 ",Drake,3KixNgUEaDtrKJVzdqjU5q,2:32,2,32,8,1,0.881,0.636,7,-4.629,0.287,0.00606,0,0.111,0.715,163.949,Drake,N/A,N/A
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,D4L," 71,655,676 ","Future,Drake,Young Thug",5fHrHoJKfCgBd35zwIBmUK,3:09,3,9,9,3,0.718,0.706,1,-5.709,0.06,0.0128,0,0.352,0.815,170.004,Future,Drake,Young Thug
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,Pain 1993 (with Playboi Carti)," 151,595,489 ","Drake,Playboi Carti",6Kj17Afjo1OKJYpf5VzCeo,2:29,2,29,10,2,0.825,0.373,5,-5.532,0.108,0.163,0,0.368,0.12,77.271,Drake,Playboi Carti,N/A
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,Losses," 32,691,513 ",Drake,6fLVTVaHWaEfVKfEgbkf4D,4:31,4,31,11,1,0.551,0.57,1,-7.385,0.351,0.28,0,0.424,0.505,85.687,Drake,N/A,N/A
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,From Florida With Love," 60,515,572 ",Drake,0YkUwXxnTkeJBvt5upeEtP,3:54,3,54,12,1,0.787,0.477,6,-7.837,0.199,0.768,0,0.104,0.476,80.506,Drake,N/A,N/A
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,Demons (feat. Fivio Foreign & Sosa Geek)," 75,370,503 ","Drake,Fivio Foreign,Sosa Geek",05aZ9sAU1YXndHv0FMi9iW,3:24,3,24,13,3,0.543,0.766,0,-3.387,0.343,0.423,0,0.155,0.729,106.869,Drake,Fivio Foreign,Sosa Geek
Dark Lane Demo Tapes,5/1/20,2020,5,May,1,Friday,6OQ9gBfg5EXeNAEwGSs6jK,14,War," 76,362,941 ",Drake,1I55Ea0zVoSKs6MqW7DQ3i,3:00,3,0,14,1,0.749,0.792,10,-4.151,0.0826,0.292,0,0.109,0.239,144.064,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,Dreams Money Can Buy," 30,538,423 ",Drake,1qyFlfPREPbRcS2BNszdYI,4:13,4,13,1,1,0.423,0.587,6,-6.635,0.529,0.765,0,0.114,0.33,180.331,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,The Motion," 84,976,545 ",Drake,0Tacxc5lDJ8LwiO1pWNSl8,4:00,4,0,2,1,0.631,0.788,4,-7.142,0.102,0.371,0.000317,0.108,0.544,157.769,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,How Bout Now," 66,710,240 ",Drake,4n4BflhWjCHIxrI4v7Xt9s,3:55,3,55,3,1,0.789,0.404,1,-8.364,0.23,0.205,0,0.219,0.472,122.062,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,Trust Issues," 196,352,476 ",Drake,4Wjhj0WjkyECccfHVIgaTq,4:41,4,41,4,1,0.421,0.539,11,-5.456,0.274,0.779,0,0.111,0.523,89.177,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,Days in The East," 23,649,349 ",Drake,4czcw3NVLY0of5hTD7OufN,5:53,5,53,5,1,0.733,0.361,1,-11.129,0.135,0.348,0.000285,0.0942,0.0361,94.902,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,Draft Day," 19,295,610 ",Drake,3W3FVHEDetkiRkkGKDmdir,4:26,4,26,6,1,0.673,0.81,8,-3.793,0.36,0.0322,0,0.133,0.564,166.084,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,4pm in Calabasas," 30,995,815 ",Drake,6C9SwoZ5OrxcvkntgA5t8s,4:00,4,0,7,1,0.743,0.66,4,-4.802,0.418,0.115,0,0.101,0.549,192.031,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,5 Am in Toronto," 31,912,536 ",Drake,0FnxK9FEAQyPJ284QcieNb,3:25,3,25,8,1,0.555,0.88,11,-4.325,0.265,0.0678,0,0.0723,0.391,87.195,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,I Get Lonely," 20,837,066 ",Drake,3sMC6vfTTSa0mMAPTwzDVD,4:13,4,13,9,1,0.477,0.501,11,-9.178,0.0398,0.706,5.61E-06,0.0953,0.689,81.376,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,My Side," 13,697,367 ",Drake,4alHkxxwAhvoGg3dJCATKV,4:54,4,54,10,1,0.549,0.495,6,-5.661,0.133,0.603,7.26E-06,0.0979,0.385,81.012,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,Jodeci Freestyle (feat. J. Cole)," 17,316,761 ","Drake,J. Cole",2xUHiyGeGrWmmfv7NbDTWC,4:14,4,14,11,2,0.498,0.844,2,-2.834,0.268,0.0111,0,0.102,0.282,88.435,Drake,J. Cole,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,Club Paradise," 21,251,430 ",Drake,6MR5IBSNfDmiwnrlQpVw4w,4:43,4,43,12,1,0.338,0.729,6,-6.419,0.102,0.758,3.24E-05,0.18,0.543,184.174,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,Free Spirit (feat. Rick Ross)," 15,582,791 ","Drake,Rick Ross",18t8ypY0HYaQuGBxg2KdT2,4:12,4,12,13,2,0.508,0.748,1,-4.997,0.33,0.281,0,0.168,0.225,100.414,Drake,Rick Ross,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,Heat Of The Moment," 9,504,759 ",Drake,27Tqjd2nMW2mIp6Yk1ovwY,5:43,5,43,14,1,0.641,0.454,5,-8.344,0.133,0.179,0.000116,0.065,0.302,78.036,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,Girls Love Beyonce (feat. James Fauntleroy)," 43,702,289 ","Drake,James Fauntleroy",56NDFbD0tCUawnqeU2wcvv,3:45,3,45,15,2,0.619,0.489,11,-11.25,0.46,0.782,0,0.106,0.328,126.046,Drake,James Fauntleroy,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,Paris Morton Music," 23,378,192 ",Drake,73IE87H0g2MBmdn41lkVto,4:11,4,11,16,1,0.505,0.494,10,-8.635,0.315,0.414,7.98E-05,0.105,0.141,171.978,Drake,N/A,N/A
Care Package,8/2/19,2019,8,August,2,Friday,7dqpveMVcWgbzqYrOdkFTD,17,Can I," 65,723,756 ",Drake,3e0ZGE7Gp034iLknjQk4QW,3:09,3,9,17,1,0.643,0.178,4,-8.56,0.0588,0.484,0.0108,0.122,0.0674,85.042,Drake,N/A,N/A
So Far Gone,2/14/19,2019,2,February,14,Thursday,2podUJIFG8hLfFz7Kqe8yJ,18,Lust For Life," 28,511,682 ",Drake,4Oqhd37CXCG6qYbmHGzJJ5,2:56,2,56,1,1,0.477,0.422,6,-10.389,0.174,0.939,0.0361,0.107,0.0815,87.269,Drake,N/A,N/A
